text,label
Existe-t-il des excursions en bateau intéressantes aux Maldives?,travel_suggestion
Quels sont les meilleurs endroits pour faire de la plongée en Thaïlande?,travel_suggestion
"Je cherche des idées de visites culturelles à Mexico, que recommandez-vous?",travel_suggestion
Quels sont les parcs nationaux les plus beaux à visiter aux États-Unis?,travel_suggestion
"Je veux découvrir la cuisine locale en Inde, quels sont les plats typiques à essayer?",travel_suggestion
"Je vais à Sydney, avez-vous des recommandations pour des activités en plein air?",travel_suggestion
Existe-t-il des festivals traditionnels intéressants au Japon?,travel_suggestion
"Je suis intéressé par l'histoire de l'Égypte, quels sont les sites archéologiques à visiter?",travel_suggestion
Y a-t-il des safaris passionnants à faire en Afrique du Sud?,travel_suggestion
Quelles sont les meilleures destinations pour observer les aurores boréales?,travel_suggestion
"Je vais à Bali, quels sont les endroits les plus pittoresques à voir?",travel_suggestion
Existe-t-il des stations de ski populaires en Suisse?,travel_suggestion
Puis-je emporter une petite valise à main avec moi dans l'avion,carry_on
Quelle est la taille maximale autorisée pour le bagage à main,carry_on
Est-ce que je peux prendre mon sac à dos en cabine,carry_on
Quelles sont les dimensions acceptables pour le bagage à main,carry_on
Est-ce que je peux emporter un sac à provisions en cabine,carry_on
Dois-je mettre mon bagage à main dans le compartiment au-dessus de moi,carry_on
Est-ce que je peux prendre mon sac à main avec moi dans l'avion,carry_on
Quelle est la politique concernant les bagages à main pour les vols internationaux,carry_on
Est-ce que je peux transporter mon ordinateur portable dans le bagage à main,carry_on
Y a-t-il des restrictions pour les liquides dans le bagage à main,carry_on
Est-ce que je peux emporter mon trépied en cabine,carry_on
Combien de sacs à main puis-je prendre dans l'avion,carry_on
Quelle est la limite de poids pour le bagage à main,carry_on
Est-ce que je peux emporter des médicaments dans le bagage à main,carry_on
Est-ce que je peux prendre mon sac de sport avec moi en cabine,carry_on
Y a-t-il une limite de taille pour le bagage à main,carry_on
Dois-je payer un supplément pour mon bagage à main,carry_on
Quelles sont les règles pour les objets tranchants dans le bagage à main,carry_on
Est-ce que je peux emporter ma guitare en cabine,carry_on
Combien de bagages à main puis-je prendre sur un vol national,carry_on
Quelle est la compagnie aérienne avec la politique la plus flexible pour les bagages à main,carry_on
Est-ce que je peux emporter une poussette en cabine,carry_on
Combien de temps avant le vol dois-je arriver pour enregistrer mon bagage à main,carry_on
