text,label
Je souhaite réserver un vol de Paris à Rome pour le mois prochain,book_flight
Je voudrais savoir s'il y a des vols disponibles de Tokyo à Séoul,book_flight
Réservez un vol aller simple de New York à Miami,book_flight
Je recherche des vols de Toronto à Vancouver pour le mois de décembre,book_flight
Est-ce que vous pouvez me trouver des vols bon marché de Los Angeles à Las Vegas ?,book_flight
Je voudrais réserver un vol de Rome à Paris pour le mois de janvier,book_flight
Pouvez-vous me trouver un vol aller-retour de Barcelone à Madrid ?,book_flight
Je cherche des vols directs de Bali à Sydney,book_flight
Je souhaite réserver un vol de Athènes à Berlin,book_flight
Je voudrais savoir s'il y a des vols disponibles de Séoul à Tokyo,book_flight
Réservez un vol aller simple de Miami à New York,book_flight
Je recherche des vols de Vancouver à Toronto pour le mois de mars,book_flight
Est-ce que vous pouvez me trouver des vols bon marché de Las Vegas à Los Angeles ?,book_flight
Je voudrais réserver un vol de Paris à Madrid pour le mois d'avril,book_flight
Pouvez-vous me trouver un vol aller-retour de Madrid à Barcelone pour le mois de mai ?,book_flight
Je cherche des vols directs de Sydney à Bali,book_flight
Je souhaite réserver un vol de Paris à Rome pour le mois de juin,book_flight
Je voudrais savoir s'il y a des vols disponibles de Tokyo à Séoul pour le mois de juillet,book_flight
Réservez un vol aller simple de New York à Miami pour le mois d'août,book_flight
Je recherche des vols de Toronto à Vancouver pour le mois de septembre,book_flight
Est-ce que vous pouvez me trouver des vols bon marché de Los Angeles à Las Vegas pour le mois d'octobre ?,book_flight
Je voudrais réserver un vol de Rome à Paris pour le mois de novembre,book_flight
Pouvez-vous me trouver un vol aller-retour de Barcelone à Madrid pour le mois de décembre ?,book_flight
Je cherche des vols directs de Bali à Sydney pour le mois de janvier,book_flight
Je souhaite réserver un vol de Athènes à Berlin pour le mois de février,book_flight
Je voudrais savoir s'il y a des vols disponibles de Séoul à Tokyo pour le mois de mars,book_flight
Réservez un vol aller simple de Miami à New York pour le mois d'avril,book_flight
Je recherche des vols de Vancouver à Toronto pour le mois de mai,book_flight
Est-ce que vous pouvez me trouver des vols bon marché de Las Vegas à Los Angeles pour le mois de juin ?,book_flight
Je voudrais réserver un vol de Paris à Madrid pour le mois de juillet,book_flight
Pouvez-vous me trouver un vol aller-retour de Madrid à Barcelone pour le mois d'août ?,book_flight
